Compound	InChI-Key	SMILES
precorrin-2	InChIKey=OQIIYZQTTMKFAU-ZNLOQLQNSA-G	C[C@]1(CC(=O)[O-])([C@@H](C3(\[NH2+]C\1=C/C2([C@@H](CCC(=O)[O-])[C@](C(\N=2)=C\C5(\NC(/CC4(\NC(/C=3)=C(CC(=O)[O-])/C(\CCC(=O)[O-])=4))=C(CCC(=O)[O-])/C(\CC(=O)[O-])=5))(C)CC(=O)[O-])))CCC(=O)[O-])
hexanoyl-CoA	InChIKey=OEXFMSFODMQEPE-HDRQGHTBSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
4alpha-methyl-5alpha-cholesta-8-en-3-ol	InChIKey=SCEZIHJVTBQOLS-YIJYGBTNSA-N	CC(C)CCC[C@H]([C@@H]4([C@]1(C)([C@H](C2(\CC[C@@H]3([C@@](C)(C(\CC1)=2)CC[C@H](O)[C@@H](C)3)))CC4)))C
beta-D-fructofuranose 1,6-bisphosphate	InChIKey=RNBGYGVWRKECFJ-ARQDHWQXSA-J	C(OP(=O)([O-])[O-])[C@@H]1([C@H]([C@@H]([C@](O)(O1)COP(=O)([O-])[O-])O)O)
carboxyphosphate	InChIKey=LQQCGEGRINLHDP-UHFFFAOYSA-L	C(=O)([O-])OP([O-])(=O)O
Mn2+	InChIKey=WAEMQWOKJMHJLA-UHFFFAOYSA-N	[Mn+2]
(E)-4-coumaroyl-CoA	InChIKey=DMZOKBALNZWDKI-MATMFAIHSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
stearoyl-CoA	InChIKey=SIARJEKBADXQJG-LFZQUHGESA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
pteridine-ring		C1(\C=N/C2(\C=N/C=N\C(\N=1)=2))
arsenic trioxide	InChIKey=GOLCXWYRSKYTSP-UHFFFAOYSA-N	[As]12(O[As](O1)O2)
3-hydroxy-L-kynurenine	InChIKey=VCKPUUFAIGNJHC-LURJTMIESA-N	C([O-])(=O)[C@@H]([NH3+])CC(=O)C1(/C=C\C=C(C(\N)=1)\O)
6-phospho D-glucono-1,5-lactone	InChIKey=IJOJIVNDFQSGAB-SQOUGZDYSA-L	C(OP([O-])(=O)[O-])[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)C(=O)O1)
4-amino-4-deoxychorismate	InChIKey=OIUJHGOLFKDBSU-HTQZYQBOSA-M	C=C(C(=O)[O-])O[C@H]1([C@H]([NH3+])\C=C/C(/C([O-])=O)=C\1)
aldehydo-D-galacturonate	InChIKey=IAJILQKETJEXLJ-RSJOWCBRSA-M	C([R])(=O)[O-]
O-acetyl-L-serine	InChIKey=VZXPDPZARILFQX-BYPYZUCNSA-N	C([R])(=O)[O-]
(2S)-2-isopropyl-3-oxosuccinate	InChIKey=HIIZAGQWABAMRR-BYPYZUCNSA-L	CC([C@H](C(=O)[O-])C(=O)C(=O)[O-])C
cyclic-AMP	InChIKey=IVOMOUWHDPKRLL-KQYNXXCUSA-M	C3([C@H]4(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](OP([O-])(=O)O3)4))
ferrioxamine B		CC(=O)N2(O[Fe]1(ON(CCCCCNC(=O)CCC(=O)N(CCCCC[NH3+])O1)C(CCC(=O)NCCCCC2)=O))
di-trans,trideca-cis-tetradecaprenyl diphosphate	InChIKey=TUNIPIPDJADHSR-HIQRJCTMSA-K	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/[R]CC(/C)=C/CCC(/C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
(R)-NADHX	InChIKey=IDBZKGQRLBFUFQ-MTKBYBFRSA-L	C1(/N([C@H](O)CCC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(OP(OC[C@H]4(O[C@@H](N2(C3(\C(\N=C/2)=C(N)/N=C\N=3)))[C@H](O)[C@H](O)4))(=O)[O-])(=O)[O-])[C@@H](O)[C@@H](O)5))
2-oxoadipate	InChIKey=FGSBNBBHOZHUBO-UHFFFAOYSA-L	C([R])(=O)[O-]
binuclear non-heme iron cluster		
all-trans-retinol	InChIKey=FPIPGXGPPPQFEQ-OVSJKPMPSA-N	CC(/C=C/C1(/C(C)(C)CCCC(/C)=1))=C\C=C\C(/C)=C\CO
beta-L-arabinofuranose	InChIKey=HMFHBZSHGGEWLO-KLVWXMOXSA-N	C(=O)[R]
O-perylenebutylmethylphosphonic-acid-p-nitrophenyl ester	InChIKey=TZCMIDUYESNULG-UHFFFAOYSA-N	CP(OC1(\C=C/C(/N(=O)=O)=C\C=1))(=O)OCCCCC5(\C=C/C6(C3(\C=C/C=C2(\C=C/C=C(C2=3)C4(C(C(/C=C\C=4)=5)=6)))))
4-hydroxy-3-hexaprenylbenzoate	InChIKey=LKMQQQABIGIHGL-LAAQXVIISA-M	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(\C=C/C(/O)=1)/C(=O)[O-])
(7R,8S)-8-amino-7-(carboxyamino)nonanoate	InChIKey=OQNJZSIPDMTUAJ-JGVFFNPUSA-M	C[C@@H]([C@@H](CCCCCC([O-])=O)NC(=O)[O-])[NH3+]
ADP	InChIKey=XTWYTFMLZFPYCI-KQYNXXCUSA-K	C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3)
P1,P4-bis(5'-adenosyl) tetraphosphate	InChIKey=YOAHKNVSNCMZGQ-XPWFQUROSA-J	C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))[C@H]6(O[C@@H](N4(C5(\C(\N=C/4)=C(N)/N=C\N=5)))[C@H](O)[C@H](O)6)
N-acetyl-L-glutamate 5-semialdehyde	InChIKey=BCPSFKBPHHBDAI-LURJTMIESA-M	CC(=O)N[C@H](C([O-])=O)CCC=O
taurocholate	InChIKey=WBWWGRHZICKQGZ-HZAMXZRMSA-M	C[C@H](CCC(=O)NCCS([O-])(=O)=O)[C@H]2(CC[C@H]3([C@@H]4([C@H](O)C[C@@H]1(C[C@H](O)CC[C@@](C)1[C@@H](C[C@H](O)[C@](C)23)4))))
L-serine	InChIKey=MTCFGRXMJLQNBG-REOHCLBHSA-N	[C@@H]([NH3+])([R])C([O-])=O
5-chloromaleylacetate	InChIKey=SCSZJXOTAAUHEL-UPHRSURJSA-L	C(=O)([O-])\C=C/C(=O)C(Cl)C(=O)[O-]
3-oxomyristoyl-CoA	InChIKey=IQNFBGHLIVBNOU-QSGBVPJFSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
beta-D-ribofuranose	InChIKey=HMFHBZSHGGEWLO-TXICZTDVSA-N	C(O)[C@@H]1([C@H]([C@H](C(O)O1)O)O)
3-phospho-D-glycerate	InChIKey=OSJPPGNTCRNQQC-UWTATZPHSA-K	C(O[R2])[C@@H](O[R1])C(=O)[O-]
(2E,6E)-farnesal	InChIKey=YHRUHBBTQZKMEX-YFVJMOTDSA-N	C(=O)[R]
glutarate	InChIKey=JFCQEDHGNNZCLN-UHFFFAOYSA-L	C([R])(=O)[O-]
hydrogen cyanide	InChIKey=LELOWRISYMNNSU-UHFFFAOYSA-N	C#N
1-(5-phospho-beta-D-ribosyl)-ATP	InChIKey=RKNHJBVBFHDXGR-KEOHHSTQSA-H	C(OP([O-])(=O)[O-])[C@H]4(O[C@@H](N1(C(C2(\N=C/N(C(\N=C/1)=2)[C@@H]3(O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)3)))=N))[C@H](O)[C@@H]4O)
4-(2-amino-3-hydroxyphenyl)-2,4-dioxobutanoate	InChIKey=YCJNYHCCOXVYAF-UHFFFAOYSA-M	C(=O)([O-])C(=O)CC(=O)C1(/C=C\C=C(C(\N)=1)\O)
(3E)-undec-3-enoyl-CoA	InChIKey=HVXCCJIYXIZGOP-NADLOITOSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
GLYCO-CT-AMINO		
6-cis, 3-oxo-tridecenoyl-CoA	InChIKey=FDXHXLPCLXEYSU-DXAZUOFZSA-J	CCCCCC\C=C/CCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
1-(oleoyl)-sn-glycero-3-phosphoethanolamine	InChIKey=PYVRVRFVLRNJLY-MZMPXXGTSA-N	C(OP([O-])(=O)OC[C@@H](COC(=O)[R1])OC(=O)[R2])C[NH3+]
3-deoxy-D-arabino-heptulosonate 7-phosphate	InChIKey=PJWIPEXIFFQAQZ-PUFIMZNGSA-K	C(=O)([O-])C(=O)C[C@@H](O)[C@H](O)[C@H](O)COP([O-])(=O)[O-]
sn-glycerol 1-phosphate	InChIKey=AWUCVROLDVIAJX-VKHMYHEASA-L	C(O)C(COP([O-])(=O)[O-])O
6-O-methyl-beta-D-galacturonate	InChIKey=DICCNWCUKCYGNF-SXUWKVJYSA-N	C([R])(=O)[O-]
x-dglc-HEX-1:5|6:d		
L-selenomethionine	InChIKey=RJFAYQIBOAGBLC-BYPYZUCNSA-N	C([R])(=O)[O-]
chloride	InChIKey=VEXZGXHMUGYJMC-UHFFFAOYSA-M	[Cl-]
phosphoribulosylformimino-AICAR-phosphate	InChIKey=BLKFNHOCHNCLII-GHVQHMAVSA-J	C(OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)C(=O)C/N=C/NC1(\N(\C=N/C(\C(=O)N)=1)[C@@H]2(O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@@H](O)2))
beta-L-rhamnopyranose	InChIKey=SHZGCJCMOBCMKK-YJRYQGEOSA-N	C(=O)[R]
N-(1-deoxy-D-fructopyranos-1-yl)glycine	InChIKey=YGUYJMQMTNJNFS-LPBLVHEISA-N	C([R])(=O)[O-]
dUMP	InChIKey=JSRLJPSBLDHEIO-SHYZEUOFSA-L	C(OP(=O)([O-])[O-])[C@H]2(O[C@@H](N1(\C=C/C(=O)NC1=O))C[C@H](O)2)
8-oxo-dGMP	InChIKey=AQIVLFLYHYFRKU-VPENINKCSA-L	C(OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\N=C(N)/NC(=O)C(NC(=O)1)=2)))C[C@H](O)3)
ferrirubin	InChIKey=SEQVPEQKJMMKNO-RQCMKQRDSA-N	CC(\CCO)=C\C4(=[O+][Fe-3]1236(ON(CCC[C@@H]5(NC(=O)[C@H](CCCN(C(\C=C(C)/CCO)=[O+]1)O2)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CCCN(O3)4)NC(=O)5))C(=[O+]6)\C=C(C)/CCO))
3-acetamidopropanal	InChIKey=ARJPPNFIEQKVBB-UHFFFAOYSA-N	C(=O)[R]
alpha-L-idopyranuronate	InChIKey=AEMOLEFTQBMNLQ-VCSGLWQLSA-M	C([R])(=O)[O-]
glycolate	InChIKey=AEMRFAOFKBGASW-UHFFFAOYSA-M	C([R])(=O)[O-]
4-coumaryl alcohol	InChIKey=PTNLHDGQWUGONS-OWOJBTEDSA-N	C(/CO)=C\C1(\C=C/C(/O)=C\C=1)
4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol	InChIKey=GLCDBDRQLZKKOJ-LJAIZBFVSA-M	CC(C)CCC[C@H]([C@@H]4([C@]1(C)([C@H](C2(\CC[C@@H]3([C@@](C)(C(\CC1)=2)CC[C@H](O)[C@@](C)(C([O-])=O)3)))CC4)))C
b-dgal-HEX-1:4		
coumaryl acetate	InChIKey=UUEPXFWSBUIUAZ-NSCUHMNNSA-N	CC(=O)OC/C=C/C1(\C=C/C(/O)=C\C=1)
aldehydo-D-glucose	InChIKey=GZCGUPFRVQAUEE-SLPGGIOYSA-N	C(=O)[R]
R'C(R)S-S(R)CR'		C(SSC([R2])[R1])([R4])[R3]
uroporphyrinogen-I	InChIKey=QTTNOSKSLATGQB-UHFFFAOYSA-F	C(=O)([O-])CCC2(\C(/CC(=O)[O-])=C1(CC5(\NC(/CC4(\NC(/CC3(\NC(/CC(\N1)=2)=C(CC(=O)[O-])/C(\CCC([O-])=O)=3))=C(CC(=O)[O-])/C(\CCC(=O)[O-])=4))=C(CC([O-])=O)/C(\CCC(=O)[O-])=5)))
D-xylulose 5-phosphate	InChIKey=FNZLKVNUWIIPSJ-RFZPGFLSSA-L	C(OP([O-])(=O)[O-])[C@@H](O)[C@H](O)C(=O)CO
beta-D-mannosyl-(C55 omega-saturated dolichyl phosphate)	InChIKey=MBYVKTIIZNUHKN-NIVAAIEQSA-M	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/[R]CC(/C)=C/CCC(CCOP(=O)([O-])O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H](O)1))C
S-(2-succinyl)-glutathione	InChIKey=PWCIUOASSAHGHI-WPZUCAASSA-K	C(S[R])[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O
4-amino-2-methyl-5-pyrimidinemethanol	InChIKey=VUTBELPREDJDDH-UHFFFAOYSA-N	CC1(\N=C(C(/CO)=C\N=1)\N)
L-methionine	InChIKey=FFEARJCKVFRZRR-BYPYZUCNSA-N	[C@@H]([NH3+])([R])C([O-])=O
Al3+	InChIKey=REDXJYDRNCIFBQ-UHFFFAOYSA-N	[Al+3]
urea-1-carboxylate	InChIKey=AVWRKZWQTYIKIY-UHFFFAOYSA-M	C(N)(NC([O-])=O)=O
nitric oxide	InChIKey=MWUXSHHQAYIFBG-UHFFFAOYSA-N	N=O
O-acetyl-L-carnitine	InChIKey=RDHQFKQIGNGIED-MRVPVSSYSA-N	CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C
2-(2-methylpyridin-3-yl)ethanol	InChIKey=MFPDJTXHKIFPNP-UHFFFAOYSA-N	CC1(\N=C/C=C\C(/CCO)=1)
a-lman-HEX-1:5|6:d		
carbamate	InChIKey=KXDHJXZQYSOELW-UHFFFAOYSA-M	C(=O)([O-])N
Cd2+	InChIKey=WLZRMCYVCSSEQC-UHFFFAOYSA-N	[Cd+2]
(S)-nicotine	InChIKey=SNICXCGAKADSCV-JTQLQIEISA-O	C1(CC[C@H]([NH+](C)1)C2(\C=N/C=C\C=2))
UTP	InChIKey=PGAVKCOVUIYSFO-XVFCMESISA-J	C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H]2(O[C@@H](N1(\C=C/C(=O)NC1=O))[C@H](O)[C@H](O)2)
4-(methylsulfanyl)-2-oxobutanoate	InChIKey=SXFSQZDSUWACKX-UHFFFAOYSA-M	C([R])(=O)[O-]
avenastenone	InChIKey=XHRPJMCAEXVFFM-KADTVRCUSA-N	C\C=C(CC[C@@H](C)[C@H]3(CC[C@H]4(C1([C@@H]([C@@]2(C)(CCC(=O)C[C@H](CC=1)2))CC[C@](C)34))))/C(C)C
nicotinate adenine dinucleotide	InChIKey=SENPVEZBRZQVST-HISDBWNOSA-L	C5(/C(/C([O-])=O)=C\C=C/[N+](/[C@@H]4(O[C@H](COP(OP(OC[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))(=O)[O-])(=O)[O-])[C@@H](O)[C@@H](O)4))=5)
a-dgal-HEX-1:5		
shikimate 3-phosphate	InChIKey=QYOJSKGCWNAKGW-PBXRRBTRSA-K	C(=O)([O-])C1(\C[C@@H](O)[C@H](O)[C@H](OP(=O)([O-])[O-])/C=1)
2-isopropylmaleate	InChIKey=NJMGRJLQRLFQQX-HYXAFXHYSA-L	CC(C(\C(=O)[O-])=C\C(=O)[O-])C
(Z)-2-methylaconitate	InChIKey=NUZLRKBHOBPTQV-ARJAWSKDSA-K	C([R])(=O)[O-]
dihomo gamma-linolenoyl-CoA	InChIKey=FJWJALRUNNZIBB-DDQUOPDJSA-J	CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
3-phenylpropanoate	InChIKey=XMIIGOLPHOKFCH-UHFFFAOYSA-M	C([R])(=O)[O-]
AMP	InChIKey=UDMBCSSLTHHNCD-KQYNXXCUSA-L	C(OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3)
2,5-hexanedione	InChIKey=OJVAMHKKJGICOG-UHFFFAOYSA-N	CC(=O)CCC(=O)C
4-amino-3-methoxybenzoate	InChIKey=JNFGLYJROFAOQP-UHFFFAOYSA-M	C([R])(=O)[O-]
[aryl-carrier protein] group		CC(C)(COP(=O)([O-])OC[C@H](N[an aryl-carrier protein])C(=O)[an aryl-carrier protein])[C@@H](O)C(=O)NCCC(=O)NCCS
1-stearoyl-2-palmitoyl-sn-glycerol 3-phosphate	InChIKey=USQMHZSVXZAKAI-PGUFJCEWSA-L	C(OC([R1])=O)[C@@H](OC(=O)[R2])COP([O-])(=O)[O-]
cholate	InChIKey=BHQCQFFYRZLCQQ-OELDTZBJSA-M	C([R])(=O)[O-]
acetic acid	InChIKey=QTBSBXVTEAMEQO-UHFFFAOYSA-N	C([R])(=O)[O-]
(gamma-glutamylcysteine-S-yl)-bimane	InChIKey=GDOCADMPVSPYIX-RYUDHWBXSA-M	C(S[R])[C@@H](C([O-])=O)NC(=O)CC[C@H]([NH3+])C([O-])=O
D-erythro-1-(imidazol-4-yl)-glycerol 3-phosphate	InChIKey=HFYBTHCYPKEDQQ-RITPCOANSA-L	C1(\N\C=N/C(\[C@@H]([C@H](O)COP(=O)([O-])[O-])O)=1)
di-trans,octa-cis-undecaprenyl group		C\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC/C=C(C)/CC/C=C(C)/CCC=C(C)C
L-asparagine	InChIKey=DCXYFEDJOCDNAF-REOHCLBHSA-N	[C@@H]([NH3+])([R])C([O-])=O
ubiquinol-8	InChIKey=LOJUQFSPYHMHEO-SGHXUWJISA-N	C1([R1])(=C([R4])C(/O)=C([R3])\C(/[R2])=C1\O)
N7-methylguanosine 5'-phosphate	InChIKey=AOKQNZVJJXPUQA-KQYNXXCUSA-M	C[N+]1(\C3(C(=O)NC(/N)=N/C(N(\C=1)[C@@H]2(O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H](O)2))=3))
trans-4-hydroxy-L-proline	InChIKey=PMMYEEVYMWASQN-DMTCNVIQSA-N	C([R])(=O)[O-]
Ni2+	InChIKey=VEQPNABPJHWNSG-UHFFFAOYSA-N	[Ni+2]
(L-prolyl)adenylate	InChIKey=KQFKHTAASHMYDJ-TWBCTODHSA-N	C([R])(=O)[O-]
N1-acetylspermine	InChIKey=GUNURVWAJRRUAV-UHFFFAOYSA-Q	CC(=O)NCCC[NH2+]CCCC[NH2+]CCC[NH3+]
(2E)-dec-2-enoyl-CoA	InChIKey=MGNBGCRQQFMNBM-YJHHLLFWSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
3-(imidazol-4-yl)-2-oxopropyl phosphate	InChIKey=YCFFMSOLUMRAMD-UHFFFAOYSA-L	C1(\N\C=N/C(\CC(COP([O-])(=O)[O-])=O)=1)
1-deoxy-L-glycero-tetrulose 4-phosphate	InChIKey=OKYHYXLCTGGOLM-SCSAIBSYSA-L	CC(=O)[C@H](O)COP(=O)([O-])[O-]
succinate	InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L	C([R])(=O)[O-]
alpha-D-glucose 6-phosphate	InChIKey=NBSCHQHZLSJFNQ-DVKNGEFBSA-L	C([C@H]1(OC([C@@H]([C@H]([C@@H]1O)O)O)O))OP([O-])([O-])=O
lignoceroyl-CoA	InChIKey=MOYMQYZWIUKGGY-JBKAVQFISA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
antimonite	InChIKey=JXYAODGLKNBUTA-UHFFFAOYSA-N	[O-][Sb]([O-])[O-]
5-(hydroxymethyl)-2-methylphenol	InChIKey=XGYCFBRLHVWRLV-UHFFFAOYSA-N	CC1(/C=C\C(\CO)=C/C(/O)=1)
methylglyoxal	InChIKey=AIJULSRZWUXGPQ-UHFFFAOYSA-N	CC(C=O)=O
4,4-dimethyl-5alpha-cholesta-8-en-3beta-ol	InChIKey=FYHRVINOXYETMN-QGBOJXOESA-N	CC(C)CCC[C@H]([C@@H]4([C@]1(C)([C@H](C2(\CC[C@@H]3([C@@](C)(C(\CC1)=2)CC[C@H](O)C(C)(C)3)))CC4)))C
thiosulfate	InChIKey=DHCDFWKWKRSZHF-UHFFFAOYSA-M	O=S(=O)([O-])S
L-glutamate	InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M	C(CC[C@@H](C(=O)[O-])[NH3+])([O-])=O
CO2	InChIKey=CURLTUGMZLYLDI-UHFFFAOYSA-N	C(=O)=O
homofuraneol	InChIKey=GWCRPYGYVRXVLI-UHFFFAOYSA-N	CCC1(C(=O)C(/O)=C(C)\O1)
L-methionine-(R)-S-oxide	InChIKey=QEFRNWWLZKMPFJ-ZXPFJRLXSA-N	C([R])(=O)[O-]
4-methylumbelliferyl glucoside	InChIKey=YUDPTGPSBJVHCN-YMILTQATSA-N	CC2(\C3(/C=C\C(\O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=C/C(/OC(=O)\C=2)=3))
3-hydroxy-3-(4-hydroxyphenyl)propanoate	InChIKey=AKWHTKRUNUYXDS-UHFFFAOYSA-M	C([R])(=O)[O-]
arsenate	InChIKey=DJHGAFSJWGLOIV-UHFFFAOYSA-L	[As](=O)(O)([O-])[O-]
K+	InChIKey=NPYPAHLBTDXSSS-UHFFFAOYSA-N	[K+]
8-epi-prostaglandin F2alpha	InChIKey=PXGPLTODNUVGFL-NAPLMKITSA-M	C([R])(=O)[O-]
NADH	InChIKey=BOPGDPNILDQYTO-NNYOXOHSSA-L	C1(/N(\C=C/CC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(OP(OC[C@H]4(O[C@@H](N2(C3(\C(\N=C/2)=C(N)/N=C\N=3)))[C@H](O)[C@H](O)4))(=O)[O-])(=O)[O-])[C@@H](O)[C@@H](O)5))
3-hydroxybenzyl alcohol	InChIKey=OKVJCVWFVRATSG-UHFFFAOYSA-N	C(O)C1(\C=C(\C=C/C=1)\O)
melezitose	InChIKey=QWIZNVHXZXRPDR-WSCXOGSTSA-N	C(O)[C@]3(O[C@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))([C@@H](O[C@H]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)2))[C@H](O)[C@@H](CO)O3)
30-oxolanosterol	InChIKey=PGGIMLIQOHYFIS-PUXRVUTHSA-N	CC(C)=CCC[C@H]([C@@H]1([C@]3(C)([C@@](C=O)(CC1)C4(\CC[C@@H]2(C(C)(C)[C@@H](O)CC[C@@]2(C(\CC3)=4)C)))))C
3-chlorobenzyl alcohol	InChIKey=ZSRDNPVYGSFUMD-UHFFFAOYSA-N	C(O)C1(\C=C/C=C(/C=1)/Cl)
oxaloacetate	InChIKey=KHPXUQMNIQBQEV-UHFFFAOYSA-L	C([R])(=O)[O-]
cyclic-2,3-O-oxalyl-L-threonate	InChIKey=NKBSFRFTBUHMJF-UHFFFAOYSA-M	C(O)C1(OC(=O)C(=O)OC(C(=O)[O-])1)
x-HEX-1:5		
S-adenosyl-4-methylsulfanyl-2-oxobutanoate	InChIKey=UOKVQQMBGVMXPU-BPIXLOBBSA-N	C([R])(=O)[O-]
adjacent thymidine-2'-deoxycytidine in DNA		CC1(\C(=O)NC(N(\C=1)[C@@H]4(O[C@H](COP(=O)([O-])O[a deoxyribonucleic acid])[C@@H](OP(OC[C@H]3(O[C@@H](N2(C(=O)/N=C(\C=C/2)/N))C[C@H](OP([O-])(O[a deoxyribonucleic acid])=O)3))([O-])=O)C4))=O)
D-glyceraldehyde 3-phosphate	InChIKey=LXJXRIRHZLFYRP-VKHMYHEASA-L	C(=O)[C@H](O)COP(=O)([O-])[O-]
trans-dienelactone	InChIKey=AYFXPGXAZMFWNH-ONEGZZNKSA-M	C1(\C(\OC(=O)\C=1)=C/C(=O)[O-])
GMP	InChIKey=RQFCJASXJCIDSX-UUOKFMHZSA-L	C(OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\N=C(N)/NC(=O)C(\N=C/1)=2)))[C@H](O)[C@H](O)3)
isobutyl acetate	InChIKey=GJRQTCIYDGXPES-UHFFFAOYSA-N	CC(C)COC(=O)C
2-myristoleoyl-sn-glycero-3-phosphoethanolamine	InChIKey=OMFJMHRPSFBIAJ-OOFWQKGWSA-N	CCCC\C=C/CCCCCCCC(=O)O[C@H](CO)COP(OCC[NH3+])([O-])=O
avenasterol	InChIKey=MCWVPSBQQXUCTB-OQTIOYDCSA-N	C\C=C(CC[C@@H](C)[C@H]3(CC[C@H]4(C1([C@@H]([C@@]2(C)(CC[C@H](O)C[C@H](CC=1)2))CC[C@](C)34))))/C(C)C
5-(hydroxymethyl)-2-methyl-4(1H)-pyrimidinone	InChIKey=ATTZFOQANXUZIP-UHFFFAOYSA-N	CC1(\N=C(C(/CO)=C/N=1)\O)
ubiquinol-6	InChIKey=DYOSCPIQEYRQEO-LPHQIWJTSA-N	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(\O)=C(C(\OC)=C(C(/C)=1)\O)\OC)
